parameter,location,species,year,datavalue
NuSEDS counts by stream,HUGH CREEK,Chum,1972,400
NuSEDS counts by stream,HUGH CREEK,Chum,1973,300
NuSEDS counts by stream,HUGH CREEK,Chum,1974,500
NuSEDS counts by stream,HUGH CREEK,Chum,1975,2
NuSEDS counts by stream,HUGH CREEK,Chum,1977,30
NuSEDS counts by stream,HUGH CREEK,Chum,1978,1000
NuSEDS counts by stream,HUGH CREEK,Chum,1979,100
NuSEDS counts by stream,HUGH CREEK,Chum,1980,10
NuSEDS counts by stream,HUGH CREEK,Chum,1981,60
NuSEDS counts by stream,HUGH CREEK,Chum,1982,35
NuSEDS counts by stream,HUGH CREEK,Chum,1983,10
NuSEDS counts by stream,HUGH CREEK,Chum,1984,50
NuSEDS counts by stream,HUGH CREEK,Chum,1985,150
NuSEDS counts by stream,HUGH CREEK,Chum,1986,1000
NuSEDS counts by stream,HUGH CREEK,Chum,1987,100
NuSEDS counts by stream,HUGH CREEK,Chum,1988,2000
NuSEDS counts by stream,HUGH CREEK,Chum,1989,200
NuSEDS counts by stream,HUGH CREEK,Chum,1990,250
NuSEDS counts by stream,HUGH CREEK,Chum,1991,30
NuSEDS counts by stream,HUGH CREEK,Chum,1992,50
NuSEDS counts by stream,HUGH CREEK,Chum,1993,40
NuSEDS counts by stream,HUGH CREEK,Chum,1994,60
NuSEDS counts by stream,HUGH CREEK,Chum,1995,65
NuSEDS counts by stream,HUGH CREEK,Chum,1996,40
NuSEDS counts by stream,HUGH CREEK,Chum,1997,20
NuSEDS counts by stream,HUGH CREEK,Chum,1998,250
NuSEDS counts by stream,HUGH CREEK,Chum,1999,20
NuSEDS counts by stream,HUGH CREEK,Chum,2000,30
NuSEDS counts by stream,HUGH CREEK,Chum,2001,140
NuSEDS counts by stream,HUGH CREEK,Chum,2002,200
NuSEDS counts by stream,HUGH CREEK,Chum,2003,90
NuSEDS counts by stream,HUGH CREEK,Chum,2004,100
NuSEDS counts by stream,HUGH CREEK,Chum,2005,120
NuSEDS counts by stream,HUGH CREEK,Chum,2006,160
NuSEDS counts by stream,HUGH CREEK,Chum,2007,30
NuSEDS counts by stream,HUGH CREEK,Chum,2008,25
NuSEDS counts by stream,HUGH CREEK,Chum,2009,145
NuSEDS counts by stream,HUGH CREEK,Chum,2010,33
NuSEDS counts by stream,HUGH CREEK,Chum,2011,130
NuSEDS counts by stream,HUGH CREEK,Chum,2012,135
NuSEDS counts by stream,HUGH CREEK,Chum,2013,35
NuSEDS counts by stream,HUGH CREEK,Chum,2014,52
NuSEDS counts by stream,HUMPHRYS CREEK,Chum,1958,1500
NuSEDS counts by stream,HUMPHRYS CREEK,Chum,1959,400
NuSEDS counts by stream,HUMPHRYS CREEK,Chum,1960,3500
NuSEDS counts by stream,HUMPHRYS CREEK,Chum,1961,200
NuSEDS counts by stream,HUMPHRYS CREEK,Chum,1962,7500
NuSEDS counts by stream,HUMPHRYS CREEK,Chum,1963,750
NuSEDS counts by stream,HUMPHRYS CREEK,Chum,1964,7500
NuSEDS counts by stream,HUMPHRYS CREEK,Chum,1966,300
NuSEDS counts by stream,HUMPHRYS CREEK,Chum,1967,75
NuSEDS counts by stream,HUMPHRYS CREEK,Chum,1968,1500
NuSEDS counts by stream,HUMPHRYS CREEK,Chum,1969,400
NuSEDS counts by stream,HUMPHRYS CREEK,Chum,1970,750
NuSEDS counts by stream,HUMPHRYS CREEK,Chum,1971,750
NuSEDS counts by stream,HUMPHRYS CREEK,Chum,1972,1500
NuSEDS counts by stream,HUMPHRYS CREEK,Chum,1973,1500
NuSEDS counts by stream,HUMPHRYS CREEK,Chum,1974,1500
NuSEDS counts by stream,HUMPHRYS CREEK,Chum,1975,400
NuSEDS counts by stream,HUMPHRYS CREEK,Chum,1976,750
NuSEDS counts by stream,HUMPHRYS CREEK,Chum,1977,400
NuSEDS counts by stream,HUMPHRYS CREEK,Chum,1978,1500
NuSEDS counts by stream,HUMPHRYS CREEK,Chum,1979,200
NuSEDS counts by stream,HUMPHRYS CREEK,Chum,1980,250
NuSEDS counts by stream,HUMPHRYS CREEK,Chum,1981,300
NuSEDS counts by stream,HUMPHRYS CREEK,Chum,1982,300
NuSEDS counts by stream,HUMPHRYS CREEK,Chum,1983,100
NuSEDS counts by stream,HUMPHRYS CREEK,Chum,1984,700
NuSEDS counts by stream,HUMPHRYS CREEK,Chum,1985,200
NuSEDS counts by stream,HUMPHRYS CREEK,Chum,1986,150
NuSEDS counts by stream,HUMPHRYS CREEK,Chum,1987,150
NuSEDS counts by stream,HUMPHRYS CREEK,Chum,1988,2600
NuSEDS counts by stream,HUMPHRYS CREEK,Chum,1989,2000
NuSEDS counts by stream,HUMPHRYS CREEK,Chum,2009,515
NuSEDS counts by stream,HUMPHRYS CREEK,Chum,2010,18
NuSEDS counts by stream,HUMPHRYS CREEK,Chum,2011,1400
NuSEDS counts by stream,HUMPHRYS CREEK,Chum,2012,815
NuSEDS counts by stream,HUMPHRYS CREEK,Chum,2013,265
NuSEDS counts by stream,HUMPHRYS CREEK,Chum,2014,27
NuSEDS counts by stream,HUNTER CREEK,Chum,1989,350
NuSEDS counts by stream,HUNTER CREEK,Chum,2013,210
NuSEDS counts by stream,HUNTER CREEK,Chum,2014,400
NuSEDS counts by stream,ILLIANCE RIVER,Chum,1950,400
NuSEDS counts by stream,ILLIANCE RIVER,Chum,1951,8000
NuSEDS counts by stream,ILLIANCE RIVER,Chum,1952,3500
NuSEDS counts by stream,ILLIANCE RIVER,Chum,1953,6000
NuSEDS counts by stream,ILLIANCE RIVER,Chum,1954,400
NuSEDS counts by stream,ILLIANCE RIVER,Chum,1955,75
NuSEDS counts by stream,ILLIANCE RIVER,Chum,1956,3500
NuSEDS counts by stream,ILLIANCE RIVER,Chum,1957,15000
NuSEDS counts by stream,ILLIANCE RIVER,Chum,1958,22000
NuSEDS counts by stream,ILLIANCE RIVER,Chum,1959,12000
NuSEDS counts by stream,ILLIANCE RIVER,Chum,1960,8000
NuSEDS counts by stream,ILLIANCE RIVER,Chum,1961,7500
NuSEDS counts by stream,ILLIANCE RIVER,Chum,1962,400
NuSEDS counts by stream,ILLIANCE RIVER,Chum,1963,7500
NuSEDS counts by stream,ILLIANCE RIVER,Chum,1964,7500
NuSEDS counts by stream,ILLIANCE RIVER,Chum,1965,2000
NuSEDS counts by stream,ILLIANCE RIVER,Chum,1966,500
NuSEDS counts by stream,ILLIANCE RIVER,Chum,1967,1500
NuSEDS counts by stream,ILLIANCE RIVER,Chum,1968,2500
NuSEDS counts by stream,ILLIANCE RIVER,Chum,1969,1000
NuSEDS counts by stream,ILLIANCE RIVER,Chum,1970,1500
NuSEDS counts by stream,ILLIANCE RIVER,Chum,1971,1500
NuSEDS counts by stream,ILLIANCE RIVER,Chum,1972,5000
NuSEDS counts by stream,ILLIANCE RIVER,Chum,1973,5000
NuSEDS counts by stream,ILLIANCE RIVER,Chum,1974,4500
NuSEDS counts by stream,ILLIANCE RIVER,Chum,1975,1500
NuSEDS counts by stream,ILLIANCE RIVER,Chum,1976,6000
NuSEDS counts by stream,ILLIANCE RIVER,Chum,1977,2500
NuSEDS counts by stream,ILLIANCE RIVER,Chum,1978,3000
NuSEDS counts by stream,ILLIANCE RIVER,Chum,1979,6000
NuSEDS counts by stream,ILLIANCE RIVER,Chum,1980,3000
NuSEDS counts by stream,ILLIANCE RIVER,Chum,1981,500
NuSEDS counts by stream,ILLIANCE RIVER,Chum,1982,400
NuSEDS counts by stream,ILLIANCE RIVER,Chum,1983,2500
NuSEDS counts by stream,ILLIANCE RIVER,Chum,1984,5000
NuSEDS counts by stream,ILLIANCE RIVER,Chum,1985,1500
NuSEDS counts by stream,ILLIANCE RIVER,Chum,1986,1200
NuSEDS counts by stream,ILLIANCE RIVER,Chum,1987,1300
NuSEDS counts by stream,ILLIANCE RIVER,Chum,1988,350
NuSEDS counts by stream,ILLIANCE RIVER,Chum,1989,2000
NuSEDS counts by stream,ILLIANCE RIVER,Chum,1990,10000
NuSEDS counts by stream,ILLIANCE RIVER,Chum,1991,1000
NuSEDS counts by stream,ILLIANCE RIVER,Chum,1992,1506
NuSEDS counts by stream,ILLIANCE RIVER,Chum,1993,2000
NuSEDS counts by stream,ILLIANCE RIVER,Chum,1994,4000
NuSEDS counts by stream,ILLIANCE RIVER,Chum,1995,4000
NuSEDS counts by stream,ILLIANCE RIVER,Chum,1996,400
NuSEDS counts by stream,ILLIANCE RIVER,Chum,1997,350
NuSEDS counts by stream,ILLIANCE RIVER,Chum,1998,3000
NuSEDS counts by stream,ILLIANCE RIVER,Chum,1999,1500
NuSEDS counts by stream,ILLIANCE RIVER,Chum,2000,1200
NuSEDS counts by stream,ILLIANCE RIVER,Chum,2001,1000
NuSEDS counts by stream,ILLIANCE RIVER,Chum,2004,1500
NuSEDS counts by stream,ILLIANCE RIVER,Chum,2005,300
NuSEDS counts by stream,ILLIANCE RIVER,Chum,2006,1800
NuSEDS counts by stream,ILLIANCE RIVER,Chum,2009,475
NuSEDS counts by stream,ILLIANCE RIVER,Chum,2010,170
NuSEDS counts by stream,ILLIANCE RIVER,Chum,2012,113
NuSEDS counts by stream,ILLIANCE RIVER,Chum,2013,500
NuSEDS counts by stream,ILLIANCE RIVER,Chum,2014,419
NuSEDS counts by stream,INDIAN HARBOUR CREEK,Chum,1951,500
NuSEDS counts by stream,INDIAN HARBOUR CREEK,Chum,1967,200
NuSEDS counts by stream,INDIAN HARBOUR CREEK,Chum,1969,400
NuSEDS counts by stream,INDIAN HARBOUR CREEK,Chum,1970,400
NuSEDS counts by stream,INDIAN HARBOUR CREEK,Chum,1973,400
NuSEDS counts by stream,INDIAN HARBOUR CREEK,Chum,1974,1000
NuSEDS counts by stream,INDIAN HARBOUR CREEK,Chum,1975,1000
NuSEDS counts by stream,INDIAN HARBOUR CREEK,Chum,1977,3000
NuSEDS counts by stream,INDIAN HARBOUR CREEK,Chum,1980,200
NuSEDS counts by stream,INDIAN HARBOUR CREEK,Chum,1982,200
NuSEDS counts by stream,INDIAN HARBOUR CREEK,Chum,1983,100
NuSEDS counts by stream,INDIAN HARBOUR CREEK,Chum,1984,500
NuSEDS counts by stream,JAMES BAY CREEK,Chum,1950,500
NuSEDS counts by stream,JAMES BAY CREEK,Chum,1951,1500
NuSEDS counts by stream,JAMES BAY CREEK,Chum,1952,1500
NuSEDS counts by stream,JAMES BAY CREEK,Chum,1953,2500
NuSEDS counts by stream,JAMES BAY CREEK,Chum,1954,4500
NuSEDS counts by stream,JAMES BAY CREEK,Chum,1955,750
NuSEDS counts by stream,JAMES BAY CREEK,Chum,1956,3500
NuSEDS counts by stream,JAMES BAY CREEK,Chum,1957,200
NuSEDS counts by stream,JAMES BAY CREEK,Chum,1958,75
NuSEDS counts by stream,JAMES BAY CREEK,Chum,1959,100
NuSEDS counts by stream,JAMES BAY CREEK,Chum,1960,500
NuSEDS counts by stream,JAMES BAY CREEK,Chum,1961,300
NuSEDS counts by stream,JAMES BAY CREEK,Chum,1962,500
NuSEDS counts by stream,JAMES BAY CREEK,Chum,1963,400
NuSEDS counts by stream,JAMES BAY CREEK,Chum,1964,1500
NuSEDS counts by stream,JAMES BAY CREEK,Chum,1965,600
NuSEDS counts by stream,JAMES BAY CREEK,Chum,1966,600
NuSEDS counts by stream,JAMES BAY CREEK,Chum,1967,1500
NuSEDS counts by stream,JAMES BAY CREEK,Chum,1968,1000
NuSEDS counts by stream,JAMES BAY CREEK,Chum,1969,1500
NuSEDS counts by stream,JAMES BAY CREEK,Chum,1970,500
NuSEDS counts by stream,JAMES BAY CREEK,Chum,1971,1200
NuSEDS counts by stream,JAMES BAY CREEK,Chum,1972,1000
NuSEDS counts by stream,JAMES BAY CREEK,Chum,1973,3000
NuSEDS counts by stream,JAMES BAY CREEK,Chum,1975,600
NuSEDS counts by stream,JAMES BAY CREEK,Chum,1976,25
NuSEDS counts by stream,JAMES BAY CREEK,Chum,1977,1000
NuSEDS counts by stream,JAMES BAY CREEK,Chum,1978,100
NuSEDS counts by stream,JAMES BAY CREEK,Chum,1979,200
NuSEDS counts by stream,JAMES BAY CREEK,Chum,1980,200
NuSEDS counts by stream,JAMES BAY CREEK,Chum,1981,100
NuSEDS counts by stream,JAMES BAY CREEK,Chum,1982,260
NuSEDS counts by stream,JAMES BAY CREEK,Chum,1983,100
NuSEDS counts by stream,JAMES BAY CREEK,Chum,1984,66
NuSEDS counts by stream,JAMES BAY CREEK,Chum,1985,400
NuSEDS counts by stream,JAMES BAY CREEK,Chum,1986,140
NuSEDS counts by stream,JAMES BAY CREEK,Chum,1987,71
NuSEDS counts by stream,JAMES BAY CREEK,Chum,1988,100
NuSEDS counts by stream,JAMES BAY CREEK,Chum,1989,300
NuSEDS counts by stream,JAMES BAY CREEK,Chum,1990,265
NuSEDS counts by stream,JAMES BAY CREEK,Chum,1991,250
NuSEDS counts by stream,JAMES BAY CREEK,Chum,1992,200
NuSEDS counts by stream,JAMES BAY CREEK,Chum,1993,275
NuSEDS counts by stream,JAMES BAY CREEK,Chum,1994,32
NuSEDS counts by stream,JAMES BAY CREEK,Chum,1995,500
NuSEDS counts by stream,JAMES BAY CREEK,Chum,1996,500
NuSEDS counts by stream,JAMES BAY CREEK,Chum,1997,1700
NuSEDS counts by stream,JAMES BAY CREEK,Chum,1998,3000
NuSEDS counts by stream,JAMES BAY CREEK,Chum,1999,300
NuSEDS counts by stream,JAMES BAY CREEK,Chum,2000,1200
NuSEDS counts by stream,JAMES BAY CREEK,Chum,2001,40
NuSEDS counts by stream,JAMES BAY CREEK,Chum,2002,1700
NuSEDS counts by stream,JAMES BAY CREEK,Chum,2003,2000
NuSEDS counts by stream,JAMES BAY CREEK,Chum,2004,2400
NuSEDS counts by stream,JAMES BAY CREEK,Chum,2006,1800
NuSEDS counts by stream,JAMES BAY CREEK,Chum,2007,100
NuSEDS counts by stream,JAMES BAY CREEK,Chum,2008,1100
NuSEDS counts by stream,JAMES BAY CREEK,Chum,2009,500
NuSEDS counts by stream,JAMES BAY CREEK,Chum,2010,1000
NuSEDS counts by stream,JAMES BAY CREEK,Chum,2011,400
NuSEDS counts by stream,JAMES BAY CREEK,Chum,2012,300
NuSEDS counts by stream,JANE CREEK,Chum,2004,150
NuSEDS counts by stream,JANE CREEK,Chum,2010,2
NuSEDS counts by stream,JANE CREEK,Chum,2011,16
NuSEDS counts by stream,JENNY BAY CREEK,Chum,1950,750
NuSEDS counts by stream,JENNY BAY CREEK,Chum,1951,3500
NuSEDS counts by stream,JENNY BAY CREEK,Chum,1952,7500
NuSEDS counts by stream,JENNY BAY CREEK,Chum,1953,3500
NuSEDS counts by stream,JENNY BAY CREEK,Chum,1954,7500
NuSEDS counts by stream,JENNY BAY CREEK,Chum,1955,3500
NuSEDS counts by stream,JENNY BAY CREEK,Chum,1956,3500
NuSEDS counts by stream,JENNY BAY CREEK,Chum,1957,3500
NuSEDS counts by stream,JENNY BAY CREEK,Chum,1958,1500
NuSEDS counts by stream,JENNY BAY CREEK,Chum,1959,1500
NuSEDS counts by stream,JENNY BAY CREEK,Chum,1960,3500
NuSEDS counts by stream,JENNY BAY CREEK,Chum,1961,1500
NuSEDS counts by stream,JENNY BAY CREEK,Chum,1962,3500
NuSEDS counts by stream,JENNY BAY CREEK,Chum,1963,7500
NuSEDS counts by stream,JENNY BAY CREEK,Chum,1964,7500
NuSEDS counts by stream,JENNY BAY CREEK,Chum,1965,400
NuSEDS counts by stream,JENNY BAY CREEK,Chum,1966,3500
NuSEDS counts by stream,JENNY BAY CREEK,Chum,1967,1500
NuSEDS counts by stream,JENNY BAY CREEK,Chum,1968,7500
NuSEDS counts by stream,JENNY BAY CREEK,Chum,1969,3500
NuSEDS counts by stream,JENNY BAY CREEK,Chum,1970,7500
NuSEDS counts by stream,JENNY BAY CREEK,Chum,1971,2300
NuSEDS counts by stream,JENNY BAY CREEK,Chum,1972,7000
NuSEDS counts by stream,JENNY BAY CREEK,Chum,1973,7500
NuSEDS counts by stream,JENNY BAY CREEK,Chum,1974,5000
NuSEDS counts by stream,JENNY BAY CREEK,Chum,1975,1500
NuSEDS counts by stream,JENNY BAY CREEK,Chum,1976,750
NuSEDS counts by stream,JENNY BAY CREEK,Chum,1977,2500
NuSEDS counts by stream,JENNY BAY CREEK,Chum,1978,1200
NuSEDS counts by stream,JENNY BAY CREEK,Chum,1979,3400
NuSEDS counts by stream,JENNY BAY CREEK,Chum,1980,6800
NuSEDS counts by stream,JENNY BAY CREEK,Chum,1981,5500
NuSEDS counts by stream,JENNY BAY CREEK,Chum,1982,3000
NuSEDS counts by stream,JENNY BAY CREEK,Chum,1983,1900
NuSEDS counts by stream,JENNY BAY CREEK,Chum,1984,5000
NuSEDS counts by stream,JENNY BAY CREEK,Chum,1985,4000
NuSEDS counts by stream,JENNY BAY CREEK,Chum,1986,3600
NuSEDS counts by stream,JENNY BAY CREEK,Chum,1987,1600
NuSEDS counts by stream,JENNY BAY CREEK,Chum,1988,6500
NuSEDS counts by stream,JENNY BAY CREEK,Chum,1989,2500
NuSEDS counts by stream,JENNY BAY CREEK,Chum,1990,2500
NuSEDS counts by stream,JENNY BAY CREEK,Chum,1991,2800
NuSEDS counts by stream,JENNY BAY CREEK,Chum,1992,800
NuSEDS counts by stream,JENNY BAY CREEK,Chum,1993,1000
NuSEDS counts by stream,JENNY BAY CREEK,Chum,1994,625
NuSEDS counts by stream,JENNY BAY CREEK,Chum,1995,3200
NuSEDS counts by stream,JENNY BAY CREEK,Chum,1996,1800
NuSEDS counts by stream,JENNY BAY CREEK,Chum,1997,1300
NuSEDS counts by stream,JENNY BAY CREEK,Chum,1998,2400
NuSEDS counts by stream,JENNY BAY CREEK,Chum,1999,600
NuSEDS counts by stream,JENNY BAY CREEK,Chum,2000,2100
NuSEDS counts by stream,JENNY BAY CREEK,Chum,2001,900
NuSEDS counts by stream,JENNY BAY CREEK,Chum,2002,2900
NuSEDS counts by stream,JENNY BAY CREEK,Chum,2003,7500
NuSEDS counts by stream,JENNY BAY CREEK,Chum,2004,7000
NuSEDS counts by stream,JENNY BAY CREEK,Chum,2005,2500
NuSEDS counts by stream,JENNY BAY CREEK,Chum,2006,15000
NuSEDS counts by stream,JENNY BAY EAST CREEK,Chum,2007,500
NuSEDS counts by stream,JENNY BAY EAST CREEK,Chum,2008,185
NuSEDS counts by stream,JENNY BAY EAST CREEK,Chum,2009,310
NuSEDS counts by stream,JENNY BAY EAST CREEK,Chum,2010,90
NuSEDS counts by stream,JENNY BAY EAST CREEK,Chum,2011,400
NuSEDS counts by stream,JENNY BAY EAST CREEK,Chum,2012,90
NuSEDS counts by stream,JENNY BAY EAST CREEK,Chum,2013,320
NuSEDS counts by stream,JENNY BAY EAST CREEK,Chum,2014,80
NuSEDS counts by stream,JENNY BAY SOUTH CREEK,Chum,2007,450
NuSEDS counts by stream,JENNY BAY SOUTH CREEK,Chum,2008,280
NuSEDS counts by stream,JENNY BAY SOUTH CREEK,Chum,2009,1400
NuSEDS counts by stream,JENNY BAY SOUTH CREEK,Chum,2010,350
NuSEDS counts by stream,JENNY BAY SOUTH CREEK,Chum,2011,600
NuSEDS counts by stream,JENNY BAY SOUTH CREEK,Chum,2012,560
NuSEDS counts by stream,JENNY BAY SOUTH CREEK,Chum,2013,1400
NuSEDS counts by stream,JENNY BAY SOUTH CREEK,Chum,2014,210
NuSEDS counts by stream,JENNY BAY WEST CREEK,Chum,2007,3600
NuSEDS counts by stream,JENNY BAY WEST CREEK,Chum,2009,3400
NuSEDS counts by stream,JENNY BAY WEST CREEK,Chum,2010,700
NuSEDS counts by stream,JENNY BAY WEST CREEK,Chum,2011,2300
NuSEDS counts by stream,JENNY BAY WEST CREEK,Chum,2012,1600
NuSEDS counts by stream,JENNY BAY WEST CREEK,Chum,2013,3600
NuSEDS counts by stream,JENNY BAY WEST CREEK,Chum,2014,900
NuSEDS counts by stream,Johnston Creek,Chum,1954,1000
NuSEDS counts by stream,Johnston Creek,Chum,1955,25
NuSEDS counts by stream,Johnston Creek,Chum,1957,1500
NuSEDS counts by stream,Johnston Creek,Chum,1958,500
NuSEDS counts by stream,Johnston Creek,Chum,1960,200
NuSEDS counts by stream,Johnston Creek,Chum,1961,1500
NuSEDS counts by stream,Johnston Creek,Chum,1963,75
NuSEDS counts by stream,Johnston Creek,Chum,1964,400
NuSEDS counts by stream,Johnston Creek,Chum,1966,200
NuSEDS counts by stream,Johnston Creek,Chum,1967,400
NuSEDS counts by stream,Johnston Creek,Chum,1968,750
NuSEDS counts by stream,Johnston Creek,Chum,1971,300
NuSEDS counts by stream,Johnston Creek,Chum,1972,500
NuSEDS counts by stream,Johnston Creek,Chum,1976,500
NuSEDS counts by stream,Johnston Creek,Chum,1978,100
NuSEDS counts by stream,Johnston Creek,Chum,1979,150
NuSEDS counts by stream,Johnston Creek,Chum,1980,200
NuSEDS counts by stream,Johnston Creek,Chum,1981,300
NuSEDS counts by stream,Johnston Creek,Chum,1983,50
NuSEDS counts by stream,Johnston Creek,Chum,1985,100
NuSEDS counts by stream,Johnston Creek,Chum,1986,75
NuSEDS counts by stream,Johnston Creek,Chum,1987,15
NuSEDS counts by stream,Johnston Creek,Chum,1988,150
NuSEDS counts by stream,Johnston Creek,Chum,1989,20
NuSEDS counts by stream,Johnston Creek,Chum,1993,200
NuSEDS counts by stream,JOHNSTON CREEK,Chum,1958,1500
NuSEDS counts by stream,JOHNSTON CREEK,Chum,1965,25
NuSEDS counts by stream,JOHNSTON CREEK,Chum,1982,150
NuSEDS counts by stream,JOHNSTON CREEK,Chum,1983,2
NuSEDS counts by stream,JOHNSTON CREEK,Chum,1984,25
NuSEDS counts by stream,JOHNSTON CREEK,Chum,1985,25
NuSEDS counts by stream,JOHNSTON CREEK,Chum,1986,275
NuSEDS counts by stream,JOHNSTON CREEK,Chum,1987,150
NuSEDS counts by stream,JOHNSTON CREEK,Chum,1988,50
NuSEDS counts by stream,JOHNSTON CREEK,Chum,1989,5
NuSEDS counts by stream,JOHNSTON CREEK,Chum,1990,20
NuSEDS counts by stream,JOHNSTON CREEK,Chum,1991,10
NuSEDS counts by stream,JOHNSTON CREEK,Chum,1995,250
NuSEDS counts by stream,JOHNSTON CREEK,Chum,1996,50
NuSEDS counts by stream,JOHNSTON CREEK,Chum,1997,50
NuSEDS counts by stream,JOHNSTON CREEK,Chum,1998,100
NuSEDS counts by stream,JOHNSTON CREEK,Chum,1999,50
NuSEDS counts by stream,JOHNSTON CREEK,Chum,2000,300
NuSEDS counts by stream,Johnston Lake,Chum,1954,20
NuSEDS counts by stream,Johnston Lake,Chum,1955,25
NuSEDS counts by stream,Johnston Lake,Chum,1956,100
NuSEDS counts by stream,Johnston Lake,Chum,1966,75
NuSEDS counts by stream,Johnston Lake,Chum,1967,75
NuSEDS counts by stream,Johnston Lake,Chum,1988,50
NuSEDS counts by stream,Johnston Lake,Chum,1989,2
NuSEDS counts by stream,Johnston Lake,Chum,1997,50
NuSEDS counts by stream,Johnston Lake,Chum,1998,100
NuSEDS counts by stream,Kadeen Creek,Chum,1993,30
NuSEDS counts by stream,Kadeen Creek,Chum,1994,50
NuSEDS counts by stream,Kadeen Creek,Chum,2013,230
NuSEDS counts by stream,KADJUSDIS RIVER,Chum,1950,3500
NuSEDS counts by stream,KADJUSDIS RIVER,Chum,1952,400
NuSEDS counts by stream,KADJUSDIS RIVER,Chum,1953,1800
NuSEDS counts by stream,KADJUSDIS RIVER,Chum,1954,8500
NuSEDS counts by stream,KADJUSDIS RIVER,Chum,1955,3000
NuSEDS counts by stream,KADJUSDIS RIVER,Chum,1956,3500
NuSEDS counts by stream,KADJUSDIS RIVER,Chum,1957,2000
NuSEDS counts by stream,KADJUSDIS RIVER,Chum,1958,1500
NuSEDS counts by stream,KADJUSDIS RIVER,Chum,1959,1200
NuSEDS counts by stream,KADJUSDIS RIVER,Chum,1960,1500
NuSEDS counts by stream,KADJUSDIS RIVER,Chum,1961,1500
NuSEDS counts by stream,KADJUSDIS RIVER,Chum,1962,5000
NuSEDS counts by stream,KADJUSDIS RIVER,Chum,1963,2500
NuSEDS counts by stream,KADJUSDIS RIVER,Chum,1964,4000
NuSEDS counts by stream,KADJUSDIS RIVER,Chum,1965,500
NuSEDS counts by stream,KADJUSDIS RIVER,Chum,1966,15000
NuSEDS counts by stream,KADJUSDIS RIVER,Chum,1967,1500
NuSEDS counts by stream,KADJUSDIS RIVER,Chum,1968,7000
NuSEDS counts by stream,KADJUSDIS RIVER,Chum,1969,10000
NuSEDS counts by stream,KADJUSDIS RIVER,Chum,1970,15000
NuSEDS counts by stream,KADJUSDIS RIVER,Chum,1971,5000
NuSEDS counts by stream,KADJUSDIS RIVER,Chum,1972,8000
NuSEDS counts by stream,KADJUSDIS RIVER,Chum,1973,5000
NuSEDS counts by stream,KADJUSDIS RIVER,Chum,1974,5000
NuSEDS counts by stream,KADJUSDIS RIVER,Chum,1975,2000
NuSEDS counts by stream,KADJUSDIS RIVER,Chum,1976,800
NuSEDS counts by stream,KADJUSDIS RIVER,Chum,1977,15000
NuSEDS counts by stream,KADJUSDIS RIVER,Chum,1978,6200
NuSEDS counts by stream,KADJUSDIS RIVER,Chum,1979,5000
NuSEDS counts by stream,KADJUSDIS RIVER,Chum,1980,500
NuSEDS counts by stream,KADJUSDIS RIVER,Chum,1981,3500
NuSEDS counts by stream,KADJUSDIS RIVER,Chum,1982,5000
NuSEDS counts by stream,KADJUSDIS RIVER,Chum,1983,1400
NuSEDS counts by stream,KADJUSDIS RIVER,Chum,1984,6200
NuSEDS counts by stream,KADJUSDIS RIVER,Chum,1985,1200
NuSEDS counts by stream,KADJUSDIS RIVER,Chum,1986,1250
NuSEDS counts by stream,KADJUSDIS RIVER,Chum,1987,750
NuSEDS counts by stream,KADJUSDIS RIVER,Chum,1988,2750
NuSEDS counts by stream,KADJUSDIS RIVER,Chum,1989,550
NuSEDS counts by stream,KADJUSDIS RIVER,Chum,1990,1200
NuSEDS counts by stream,KADJUSDIS RIVER,Chum,1991,365
NuSEDS counts by stream,KADJUSDIS RIVER,Chum,1992,750
NuSEDS counts by stream,KADJUSDIS RIVER,Chum,1993,700
NuSEDS counts by stream,KADJUSDIS RIVER,Chum,1995,500
NuSEDS counts by stream,KADJUSDIS RIVER,Chum,1996,75
NuSEDS counts by stream,KADJUSDIS RIVER,Chum,1998,1000
NuSEDS counts by stream,KADJUSDIS RIVER,Chum,1999,6000
NuSEDS counts by stream,KADJUSDIS RIVER,Chum,2000,100
NuSEDS counts by stream,KADJUSDIS RIVER,Chum,2001,700
NuSEDS counts by stream,KADJUSDIS RIVER,Chum,2004,7000
NuSEDS counts by stream,KADJUSDIS RIVER,Chum,2005,2000
NuSEDS counts by stream,KADJUSDIS RIVER,Chum,2009,1700
NuSEDS counts by stream,KADJUSDIS RIVER,Chum,2010,1100
NuSEDS counts by stream,KAINET CREEK,Chum,1950,75000
NuSEDS counts by stream,KAINET CREEK,Chum,1951,35000
NuSEDS counts by stream,KAINET CREEK,Chum,1952,75000
NuSEDS counts by stream,KAINET CREEK,Chum,1953,110000
NuSEDS counts by stream,KAINET CREEK,Chum,1954,85000
NuSEDS counts by stream,KAINET CREEK,Chum,1955,60000
NuSEDS counts by stream,KAINET CREEK,Chum,1956,15000
NuSEDS counts by stream,KAINET CREEK,Chum,1957,35000
NuSEDS counts by stream,KAINET CREEK,Chum,1958,85000
NuSEDS counts by stream,KAINET CREEK,Chum,1959,20000
NuSEDS counts by stream,KAINET CREEK,Chum,1960,25000
NuSEDS counts by stream,KAINET CREEK,Chum,1961,15000
NuSEDS counts by stream,KAINET CREEK,Chum,1962,75000
NuSEDS counts by stream,KAINET CREEK,Chum,1963,45000
NuSEDS counts by stream,KAINET CREEK,Chum,1964,60000
